case_id,week,weight,state,metro,region,division,ownhome,marital,employ,hhnum,adults,kids1217,kids611,kids06,parent,age,age2,educ2,educ,income,race,partyrot,party,ideorot,ideo,regvote,othtel,sex,ident,l1,l2a,c1,c2,c1a,usborn,relig,religopen,denom,denomopen,born,jewid,secular,jdenom,year,demh1,demh2,date,sexorient_1,sexorient_2,sexorient_3,sexorient_4,sexorient_5,formrot,q1,q2,q3rot,q3,q4rot,q4,q5rot,q5,q5ot,q6rot,q6a,q6b,q6c,q6d,q6e,q6f,partyln,partyst1,partyst2,q7,q8,q9,q10,q11,q12,q13rot,q13,q14rot,q14a,q14b,q14c,q14d,q15,q16,q17rot,q17a,q17c,q17b,q17d,q17e,q17f,q17g,q17h,q18,q19,q20,q20ot,q21,q22rot,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23,q24,q25rot,q25
11000106,842,0.8222,IN,Surburban (Metro),North Central,East North Central,Owned,Married,Full-time,Three,Three,NA,NA,NA,No,50,NA,"Some college, no degree (includes community college)",Some college,"$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Somewhat conservative,Yes,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,2,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly approve,NA,NA,1,There's almost nothing President Trump could do to lose my approval,1,Satisfied,                  ,EDF,NA,NA,NA,High but not highest,High but not highest,High but not highest,NA,Not a strong Republican,NA,Very favorable,Misguided but not dangerous,NA,Right direction,Supporter of Donald Trump,Prefer Trump be the nominee,republican/democratic,The Republican candidate,CADB,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Help a lot,Don't feel that way,GFCAEDBH,Favor,Strongly favor,Favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Very worried,Worse off,Southern pride,                                                  ,Personal or political agenda,AEBGCDF,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Mostly agree,Mostly disagree,More trade restrictions,Broader pattern,1,Having a mix of different cultures and values from around the world
11000107,842,0.9129,CT,Center City County (Metro),North East,New England,Rented,Divorced,Part-time,One,One,NA,NA,NA,No,55,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,Yes,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Jewish/Judaism,              ,NA,                   ,NA,NA,NA,Conservative,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly disapprove,2,President Trump could do something to win my approval,NA,NA,4,Angry,                  ,DFE,NA,NA,NA,High but not highest,High but not highest,High but not highest,Republican,NA,NA,Mostly unfavorable,Right direction,NA,Pose a serious threat,No strong preference,Prefer someone else,democratic/republican,Don't know/Refused,CDAB,Not too well,Not too well,Very well,Very well,Help not at all,Don't feel that way,CBHGFDEA,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Very worried,Would not make any difference,Southern pride,                                                  ,Trying to report news accurately,BDFGAEC,Mostly agree,Mostly disagree,Mostly agree,Completely disagree,Mostly agree,Completely disagree,Completely Agree,More trade restrictions,Broader pattern,2,Having a mix of different cultures and values from around the world
11000108,842,0.4502,MI,Center City County (Metro),North Central,East North Central,Owned,Married,Full-time,Four,Three,One,None,None,Yes,50,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,A Republican,d3 5-1 asked,Somewhat conservative,Yes,Three,Male,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,1,NA,"Orthodox (Eastern, Greek, Russian, Armenian, etc)",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,About half the time,Somewhat approve,NA,NA,2,President Trump could do something to lose my approval,1,Worried,                  ,BCA,Highest priority,Lower priority,Highest priority,NA,NA,NA,NA,Not a strong Republican,NA,Mostly favorable,Pose a serious threat,Right direction,NA,No strong preference,Prefer someone else,democratic/republican,The Republican candidate,BADC,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Help a lot,Don't feel that way,FCDEGAHB,Oppose,Favor,Oppose,Strongly favor,Favor,Oppose,Strongly oppose,Oppose,Not too worried,Would not make any difference,Racism,                                                  ,Personal or political agenda,FADECGB,Mostly disagree,Completely disagree,Mostly agree,Mostly disagree,Mostly agree,Mostly agree,Mostly disagree,Promote free trade,Don't know/Refused,2,Having a single culture grounded in Christian values
11000109,842,2.5206,NY,Center City County (Metro),North East,Mid Atlantic,Owned,Married,Full-time,Four,Two,None,One,One,No,35,NA,Two year associate degree from a college or university,Some college,"$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Nothing in particular,              ,NA,                   ,NA,No,"Secular, not religious",NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Some of the time,Strongly disapprove,1,President Trump could do something to win my approval,NA,NA,4,Worried,                  ,DEF,NA,NA,NA,Highest priority,High but not highest,Highest priority,NA,NA,Not a strong Democrat,Mostly unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,republican/democratic,The Democratic candidate,DBCA,Somewhat well,Not too well,Somewhat well,Not too well,Don't know/Refused,Don't feel that way,DCFEAHGB,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Oppose,Favor,Favor,Favor,Somewhat worried,Would not make any difference,Southern pride,                                                  ,Trying to report news accurately,AFCBDEG,Mostly agree,Mostly disagree,Mostly agree,Mostly disagree,Mostly agree,Mostly agree,Completely Agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
11000110,842,0.2796,DC,Surburban (Metro),South,South Atlantic,Owned,"Single, that is never married",Full-time,One,One,NA,NA,NA,No,66,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,Refused,White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,None,Female,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,3,NA,Nothing in particular,              ,NA,                   ,NA,No,Religious,NA,17,NA,NA,171018,NOT Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,Refused,Form 2,Always,Somewhat disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,4,Worried,                  ,FDE,NA,NA,NA,Lower priority,Lower priority,High but not highest,Democrat,NA,NA,Mostly unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,republican/democratic,The Democratic candidate,DCBA,Not at all well,Not too well,Somewhat well,Not too well,Help not at all,Don't feel that way,DFHECBAG,Favor,Strongly favor,Oppose,Oppose,Oppose,Favor,Strongly oppose,Favor,Very worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,CGFBEAD,Mostly agree,Mostly disagree,Completely disagree,Mostly disagree,Mostly agree,Mostly disagree,Mostly agree,Promote free trade,Broader pattern,1,Having a single culture grounded in Christian values
11000111,842,0.9555,MI,Surburban (Metro),North Central,East North Central,Rented,Divorced,Disabled/Handicapped,Three,Three,NA,NA,NA,No,62,NA,"Some college, no degree (includes community college)",Some college,"Less than $15,000",White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,Cell phone household only,Female,Cell Phone sample,NA,NA,"No, no home telephone",NA,1,NA,Christian (Just Christian),              ,Church of God,                   ,Yes,NA,NA,NA,17,"Yes, covered by health insurance",Medicare,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Some of the time,Don't know/refused,NA,NA,NA,NA,4,Disappointed,                  ,CBA,High but not highest,High but not highest,High but not highest,NA,NA,NA,Republican,NA,NA,Mostly favorable,Pose a serious threat,Misguided but not dangerous,NA,Supporter of Donald Trump,Don't know/refused,republican/democratic,The Republican candidate,DACB,Not at all well,Not too well,Somewhat well,Not at all well,Help not at all,Don't feel that way,DEGHBACF,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Don't know/Refused,Oppose,Oppose,Don't know/Refused,Very worried,Would not make any difference,Southern pride,                                                  ,Trying to report news accurately,DGACEBF,Mostly disagree,Completely Agree,Mostly agree,Completely Agree,Completely disagree,Completely Agree,Mostly disagree,Don't know/Refused,Broader pattern,1,Having a single culture grounded in Christian values
11000112,842,0.5244,IN,Non-Metro,North Central,East North Central,Owned,Married,Retired,Two,Two,NA,NA,NA,No,65,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Republican,d3 5-1 asked,Moderate,Yes,None,Female,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,NA,NA,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Somewhat disapprove,2,President Trump could do something to win my approval,NA,NA,3,Disappointed,                  ,BCA,High but not highest,Lower priority,Highest priority,NA,NA,NA,NA,Not a strong Republican,NA,Mostly unfavorable,Misguided but not dangerous,Right direction,NA,Supporter of another Republican candidate,Prefer someone else,democratic/republican,The Republican candidate,DACB,Somewhat well,Somewhat well,Very well,Somewhat well,Help a little,Don't feel that way,HDABFGCE,Favor,Oppose,Oppose,Oppose,Oppose,Favor,Oppose,Oppose,Somewhat worried,Would not make any difference,Southern pride,                                                  ,Trying to report news accurately,CGEBAFD,Mostly agree,Completely disagree,Mostly disagree,Mostly disagree,Mostly agree,Completely Agree,Mostly disagree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
11000113,842,1.1066,ME,Non-Metro,North East,New England,Owned,Married,Part-time,Two,Two,NA,NA,NA,No,54,NA,Two year associate degree from a college or university,Some college,"$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,None,Female,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,1,NA,Protestant,              ,Baptist,                   ,Yes,NA,NA,NA,17,"Yes, covered by health insurance",Medicare,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly disapprove,1,President Trump could do something to win my approval,NA,NA,1,Worried,                  ,ABC,Lower priority,Lower priority,Highest priority,NA,NA,NA,Neither,NA,NA,Very unfavorable,Pose a serious threat,Pose a serious threat,NA,NA,NA,republican/democratic,The Democratic candidate,ADBC,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Should be impeached,AGDFHBEC,Favor,Favor,Oppose,Strongly oppose,Favor,Oppose,Strongly oppose,Oppose,Very worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,GFBADEC,Completely Agree,Completely disagree,Completely Agree,Completely disagree,Completely disagree,Completely disagree,Completely Agree,More trade restrictions,Broader pattern,1,Having a mix of different cultures and values from around the world
11000114,842,0.5482,NY,Center City County (Metro),North East,Mid Atlantic,Owned,"Single, living with a partner",Full-time,Two,Two,NA,NA,NA,No,66,NA,Two year associate degree from a college or university,Some college,"$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Very conservative,Yes,None,Male,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,1,NA,Protestant,              ,Presbyterian,                   ,Yes,NA,NA,NA,17,NA,NA,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly approve,NA,NA,1,Don't know/refused,4,Excited,                  ,BCA,Highest priority,High but not highest,Highest priority,NA,NA,NA,Republican,NA,NA,Very favorable,Pose a serious threat,Misguided but not dangerous,NA,Supporter of another Republican candidate,Prefer Trump be the nominee,republican/democratic,The Republican candidate,ABDC,Very well,Very well,Very well,Very well,Help a lot,Don't feel that way,ADFHCGBE,Oppose,Favor,Favor,Favor,Favor,Oppose,Strongly favor,Favor,Not too worried,Better off,Southern pride,                                                  ,Personal or political agenda,EBCAFDG,Completely disagree,Completely disagree,Mostly disagree,Mostly agree,Mostly agree,Completely Agree,Completely disagree,Promote free trade,Isolated incidents,1,Having a single culture grounded in Christian values
11000115,842,0.711,NH,Surburban (Metro),North East,New England,Owned,Married,Full-time,Three,Two,None,None,One,Yes,47,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Moderate,Yes,One,Male,Cell Phone sample,NA,NA,"Yes, has a home telephone",NA,1,NA,Protestant,              ,Non-denominational or Independent Church,                   ,No,NA,NA,NA,17,"Yes, covered by health insurance",Somewhere else,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Somewhat approve,NA,NA,1,President Trump could do something to lose my approval,3,Satisfied,                  ,CBA,Lower priority,Lower priority,High but not highest,NA,NA,NA,NA,Not a strong Republican,NA,Mostly favorable,Right direction,Right direction,NA,Supporter of another Republican candidate,Prefer someone else,republican/democratic,The Republican candidate,ABDC,Very well,Very well,Not too well,Very well,Help a little,Don't feel that way,AHEBFDCG,Strongly favor,Strongly favor,Strongly oppose,Favor,Oppose,Strongly favor,Favor,Favor,Not at all worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,AEFCBDG,Mostly agree,Mostly disagree,Mostly agree,Mostly disagree,Mostly agree,Completely Agree,Completely Agree,More trade restrictions,Broader pattern,1,Having a single culture grounded in Christian values
11000116,842,0.6356,IL,Center City (Metro),North Central,East North Central,Rented,"Single, living with a partner",Temporarily unemployed,Four,Two,One,None,One,No,45,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$15,000 but less than $25,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat liberal,Yes,Cell phone household only,Male,Cell Phone sample,NA,NA,"No, no home telephone",NA,2,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Some of the time,Somewhat disapprove,2,President Trump could do something to win my approval,NA,NA,2,Worried,                  ,ACB,High but not highest,Highest priority,Lower priority,NA,NA,NA,Republican,NA,NA,Mostly unfavorable,Misguided but not dangerous,Misguided but not dangerous,NA,No strong preference,Prefer someone else,democratic/republican,The Republican candidate,CABD,Not too well,Not too well,Somewhat well,Not too well,Help not at all,Don't feel that way,CHBAGEDF,Favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Oppose,Very worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,GCAEFBD,Mostly disagree,Mostly disagree,Mostly disagree,Mostly disagree,Mostly agree,Completely disagree,Mostly disagree,More trade restrictions,Broader pattern,2,Having a mix of different cultures and values from around the world
